filename,content,python
039.evy,"// primeFib returns n-th number that is a Fibonacci number and it's also
// prime.
// primeFib(1) // 2
// primeFib(2) // 3
// primeFib(3) // 5
// primeFib(4) // 13
// primeFib(5) // 89
func primeFib:num n:num
    f := [0 1]
    while true
        f = f + [f[-1]+f[-2]]
        if isPrime f[-1]
            n = n - 1
        end
        if n == 0
            return f[-1]
        end
    end
    return -1
end

func isPrime:bool n:num
    if n < 2
        return false
    end

    for k := range 2 (min (ceil (sqrt n))+1 n-1)
        if n % k == 0
            return false
        end
    end
    return true
end

func testall
    test 2 (primeFib 1)
    test 3 (primeFib 2)
    test 5 (primeFib 3)
    test 13 (primeFib 4)
    test 89 (primeFib 5)
    test 233 (primeFib 6)
    test 1597 (primeFib 7)
    test 28657 (primeFib 8)
    test 514229 (primeFib 9)
    test 433494437 (primeFib 10)
end

// Test boilerplate
fails := 0
total := 0

func test want:any got:any
    total = total + 1
    if want == got
        return
    end
    wantType := (typeof want)[:2]
    gotType := (typeof got)[:2]
    if (wantType == ""[]"" or wantType == ""{}"") and wantType == gotType and (len want) == 0 and (len got) == 0
        return
    end
    fails = fails + 1
    printf ""want != got:\n want: %v\n got:  %v\n"" want got
end

func printResult
    printf ""%2.f of %2.f tests passed\n"" (total - fails) total
end

testall
printResult

",
011.evy,"// Input are two strings a and b consisting only of 1s and 0s.
// Perform binary XOR on these inputs and return result also as a string.
//
//    stringXor ""010"" ""110"" //  100
func stringXor:string a:string b:string
    res:string
    for i := range (len a)
        if a[i] == b[i]
            res = res + ""0""
        else
            res = res + ""1""
        end
    end
    return res
end

func testall
    test ""010010"" (stringXor ""111000"" ""101010"")
    test ""0"" (stringXor ""1"" ""1"")
    test ""0101"" (stringXor ""0101"" ""0000"")
end

// Test boilerplate
fails := 0
total := 0

func test want:any got:any
    total = total + 1
    if want == got
        return
    end
    wantType := (typeof want)[:2]
    gotType := (typeof got)[:2]
    if (wantType == ""[]"" or wantType == ""{}"") and wantType == gotType and (len want) == 0 and (len got) == 0
        return
    end
    fails = fails + 1
    printf ""want != got:\n want: %v\n got:  %v\n"" want got
end

func printResult
    printf ""%2.f of %2.f tests passed\n"" (total - fails) total
end

testall
printResult
",
005.evy,"// Insert a number 'delimeter' between every two consecutive elements of input list `numbers'
// intersperse [] 4 //
// intersperse [1 2 3] 4 // [1 4 2 4 3]
func intersperse:[]num numbers:[]num delimeter:num
    if (len numbers) == 0
        return []
    end
    result:[]num
    for number := range numbers[:-1]
        result = result + [number] + [delimeter]
    end
    result = result + [numbers[-1]]
    return result
end

func testall
    test [] (intersperse [] 7)
    test [5 8 6 8 3 8 2] (intersperse [5 6 3 2] 8)
    test [2 2 2 2 2] (intersperse [2 2 2] 2)
end

// Test boilerplate
fails := 0
total := 0

func test want:any got:any
    total = total + 1
    if want == got
        return
    end
    wantType := (typeof want)[:2]
    gotType := (typeof got)[:2]
    if (wantType == ""[]"" or wantType == ""{}"") and wantType == gotType and (len want) == 0 and (len got) == 0
        return
    end
    fails = fails + 1
    printf ""want != got:\n want: %v\n got:  %v\n"" want got
end

func printResult
    printf ""%2.f of %2.f tests passed\n"" (total - fails) total
end

testall
printResult
",
004.evy,"// For a given list of input numbers, calculate Mean Absolute Deviation around
// the mean of this dataset. Mean Absolute Deviation is the average absolute
// difference between each element and a centerpoint (mean in this case):
// MAD = average | x - x_mean |
// meanAbsoluteDeviation [1.0 2.0 3.0 4.0]
// 1.0
func meanAbsoluteDeviation:num numbers:[]num
    mean := (sum numbers) / (len numbers)
    stdev := 0
    for number := range numbers
        stdev = stdev + (abs (number - mean))
    end
    return stdev / (len numbers)
end

func sum:num numbers:[]num
    total := 0
    for number := range numbers
        total = total + number
    end
    return total
end

func abs:num x:num
    if x < 0
        return -x
    end
    return x
end

func testall
    test true ((abs ((meanAbsoluteDeviation [1 2 3]) - 2 / 3)) < 0.000001)
    test true ((abs ((meanAbsoluteDeviation [1 2 3 4]) - 1)) < 0.000001)
    test true ((abs ((meanAbsoluteDeviation [1 2 3 4 5]) - 6 / 5)) < 0.000001)
end

// Test boilerplate
fails := 0
total := 0

func test want:any got:any
    total = total + 1
    if want == got
        return
    end
    wantType := (typeof want)[:2]
    gotType := (typeof got)[:2]
    if (wantType == ""[]"" or wantType == ""{}"") and wantType == gotType and (len want) == 0 and (len got) == 0
        return
    end
    fails = fails + 1
    printf ""want != got:\n want: %v\n got:  %v\n"" want got
end

func printResult
    printf ""%2.f of %2.f tests passed\n"" (total - fails) total
end

testall
printResult
",
010.evy,"// Test if given string is a palindrome
func isPalindrome:bool str:string
    return str == (reverse str)
end

// Find the shortest palindrome that begins with a supplied string.
// Algorithm idea is simple:
// - Find the longest postfix of supplied string that is a palindrome.
// - Append to the end of the string reverse of a string prefix that comes before the palindromic suffix.
//
//    makePalindrome("""") // """"
//    makePalindrome(""cat"") // ""catac""
//    makePalindrome(""cata"") // ""catac""
func makePalindrome:string str:string
    if str == """"
        return """"
    end
    beginning_of_suffix := 0
    while !(isPalindrome str[beginning_of_suffix:])
        beginning_of_suffix = beginning_of_suffix + 1
    end
    return str + (reverse str[:beginning_of_suffix])
end

func reverse:string str:string
    reversed := """"
    for i := range (len str)
        reversed = str[i] + reversed
    end
    return reversed
end

func testall
    test """" (makePalindrome """")
    test ""x"" (makePalindrome ""x"")
    test ""xyzyx"" (makePalindrome ""xyz"")
    test ""xyx"" (makePalindrome ""xyx"")
    test ""catac"" (makePalindrome ""cata"")
    test ""jerryrrej"" (makePalindrome ""jerry"")
end

// Test boilerplate
fails := 0
total := 0

func test want:any got:any
    total = total + 1
    if want == got
        return
    end
    wantType := (typeof want)[:2]
    gotType := (typeof got)[:2]
    if (wantType == ""[]"" or wantType == ""{}"") and wantType == gotType and (len want) == 0 and (len got) == 0
        return
    end
    fails = fails + 1
    printf ""want != got:\n want: %v\n got:  %v\n"" want got
end

func printResult
    printf ""%2.f of %2.f tests passed\n"" (total - fails) total
end

testall
printResult
",
038.evy,"//  returns encoded string by cycling groups of three characters.
func encode:string s:string
    // split string to groups. Each of length 3.
    groups := group3 s
    for i := range (len groups)
        if (len groups[i]) == 3
            g := groups[i]
            groups[i] = g[1:] + g[0]
        end
    end
    return join groups """"
end

//  takes as input string encoded with encode function. Returns decoded string.
func decode:string s:string
    groups := group3 s
    for i := range (len groups)
        if (len groups[i]) == 3
            g := groups[i]
            groups[i] = g[-1] + g[:-1]
        end
    end
    return join groups """"
end

func group3:[]string s:string
    result:[]string
    for i := range (floor ((len s) + 2)/3)
        startIdx := 3 * i
        endIdx := min 3*i+3 (len s)
        g := s[startIdx:endIdx]
        result = result + [g]
    end
    return result
end

func testall
    s := ""lorem ipsum""
    test s (decode (encode s))
    test ""bca"" (encode ""abc"")
    test ""abc"" (decode ""bca"")
    test ""bcad"" (encode ""abcd"")
    test ""abcd"" (decode ""bcad"")
end

// Test boilerplate
fails := 0
total := 0

func test want:any got:any
    total = total + 1
    if want == got
        return
    end
    wantType := (typeof want)[:2]
    gotType := (typeof got)[:2]
    if (wantType == ""[]"" or wantType == ""{}"") and wantType == gotType and (len want) == 0 and (len got) == 0
        return
    end
    fails = fails + 1
    printf ""want != got:\n want: %v\n got:  %v\n"" want got
end

func printResult
    printf ""%2.f of %2.f tests passed\n"" (total - fails) total
end

testall
printResult

",
32.evy,"// Evaluates polynomial with coefficients xs at point x.
// return xs[0] + xs[1] * x + xs[1] * x^2 + .... xs[n] * x^n
func polyxs:num xs:[]num x:num
    print xs x
    return 0
end

// xs are coefficients of a polynomial.
// find_zero find x such that poly(x) = 0.
// find_zero returns only only zero point, even if there are many.
// Moreover, find_zero only takes list xs having even number of coefficients
// and largest non zero coefficient as it guarantees
// a solution.
// round(find_zero([1, 2]), 2) # f(x) = 1 + 2x // -0.5
// round(find_zero([-6, 11, -6, 1]), 2) # (x - 1) * (x - 2) * (x - 3) = -6 + 11x - 6x^2 + x^3 // 1.0
func find_zero:num xs:[]num
    print xs
    // [begin end_ ] := [-1.0 1.0 ]
    // while .poly (xs begin) * .poly (xs end_) > 0
    //     begin = begin * 2.0
    //     end_ = end_ * 2.0
    // end
    // while end_ - begin > 1e-10
    //     center := begin + end_ / 2.0
    //     if .poly (xs center) * .poly (xs begin) > 0
    //         begin := center
    //         center
    //     else
    //         end_ := center
    //     end
    // end
    // return begin
    return 0
end

func testall
    // rng := random.Random (42)
    //     ncoeff := 2 * rng.randint (1 4)
    //     coeffs := []
    //         coeff := rng.randint (-10 10)
    //         if coeff == 0
    //             coeff = 1
    //         end
    //         coeffs = coeffs + [coeff]
    //     end
    //     solution := .candidate (copy.deepcopy (coeffs))
    //      test math.fabs (.poly (coeffs solution)) < 0.0001
    // end
end

// Test boilerplate
fails := 0
total := 0

func test want:any got:any
    total = total + 1
    if want == got
        return
    end
    wantType := (typeof want)[:2]
    gotType := (typeof got)[:2]
    if (wantType == ""[]"" or wantType == ""{}"") and wantType == gotType and (len want) == 0 and (len got) == 0
        return
    end
    fails = fails + 1
    printf ""want != got:\n want: %v\n got:  %v\n"" want got
end

func printResult
    printf ""%2.f of %2.f tests passed\n"" (total - fails) total
end

testall
printResult

",
HumanEval_91_convert.evy,,
HumanEval_140_convert.evy,"func fix_spacestext
    //""
    //    Given a string text, replace all spaces in it with underscores, 
    //    and if a string has more than 2 consecutive spaces, 
    //    then replace all consecutive spaces with - 
    //    
    //    fix_spaces(""Example"") == ""Example""
    //    fix_spaces(""Example 1"") == ""Example_1""
    //    fix_spaces("" Example 2"") == ""_Example_2""
    //    fix_spaces("" Example   3"") == ""_Example-3""
    //    ""
    new_text := """"
    i := 0
    [start end_ ] := [0 0 ]
    while i < .len (text)
        if texti == "" ""
            end_ = end_ + 1
        else if end_ - start > 2
            new_text = new_text + ""-"" + texti
            [i + 1 i + 1 ]
        else
            if end_ - start > 2
                new_text = new_text + ""-"" + texti
            else if end_ - start > 0
                new_text = new_text + ""_"" * end_ - start + texti
            else
                if end_ - start > 0
                    new_text = new_text + ""_"" * end_ - start + texti
                    texti
                else
                    new_text = new_text + texti
                end
            end
            [start end_ ] = [i + 1 i + 1 ]
        end
        i = i + 1
    end
    if end_ - start > 2
        new_text = new_text + ""-""
    else if end_ - start > 0
        new_text = new_text + ""_""
    else
        if end_ - start > 0
            new_text = new_text + ""_""
        end
    end
    return new_text

end
func checkcandidate
    assert .candidate (""Example"") == ""Example""
    assert .candidate (""Mudasir Hanif "") == ""Mudasir_Hanif_""
    assert .candidate (""Yellow Yellow  Dirty  Fellow"") == ""Yellow_Yellow__Dirty__Fellow""
    assert .candidate (""Exa   mple"") == ""Exa-mple""
    assert .candidate (""   Exa 1 2 2 mple"") == ""-Exa_1_2_2_mple""

end
.check (fix_spaces)",
HumanEval_42_convert.evy,"func incr_listl:list
    //""Return list with elements incremented by 1.
    //    >>> incr_list([1, 2, 3])
    //    [2, 3, 4]
    //    >>> incr_list([5, 3, 5, 2, 3, 3, 9, 0, 123])
    //    [6, 4, 6, 3, 4, 4, 10, 1, 124]
    //    ""
    return __evy_listcomp_ := []
    for e := l:

end
METADATA := {}
func checkcandidate
    assert .candidate ([]) == []
    assert .candidate ([3 2 1 ]) == [4 3 2 ]
    assert .candidate ([5 2 5 2 3 3 9 0 123 ]) == [6 3 6 3 4 4 10 1 124 ]

end
.check (incr_list)",
HumanEval_7_convert.evy,"func filter_by_substring:[]string strings:[]string substring:string
    //"" Filter an input list of strings only for ones that contain given substring
    //    >>> filter_by_substring([], 'a')
    //    []
    //    >>> filter_by_substring(['abc', 'bacd', 'cde', 'array'], 'a')
    //    ['abc', 'bacd', 'array']
    //    ""
    return __evy_listcomp_ := []
    for x := strings:
    if (has x substring)

end
METADATA := {""author"":""jt"" ""dataset"":""test""}
func checkcandidate
    assert .candidate ([] ""john"") == []
    assert .candidate ([""xxx"" ""asd"" ""xxy"" ""john doe"" ""xxxAAA"" ""xxx"" ] ""xxx"") == [""xxx"" ""xxxAAA"" ""xxx"" ]
    assert .candidate ([""xxx"" ""asd"" ""aaaxxy"" ""john doe"" ""xxxAAA"" ""xxx"" ] ""xx"") == [""xxx"" ""aaaxxy"" ""xxxAAA"" ""xxx"" ]
    assert .candidate ([""grunt"" ""trumpet"" ""prune"" ""gruesome"" ] ""run"") == [""grunt"" ""prune"" ]

end
.check (filter_by_substring)",
